mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__regressor__learning_rate,param_regressor__regressor__max_iter,param_regressor__regressor__max_leaf_nodes,param_regressor__regressor__min_samples_leaf,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0.3056070327758789,0.10299305204196547,0.0162750244140625,0.009984180190796159,0.08116262258099886,448,29,15,"{'regressor__regressor__learning_rate': np.float64(0.08116262258099886), 'regressor__regressor__max_iter': 448, 'regressor__regressor__max_leaf_nodes': 29, 'regressor__regressor__min_samples_leaf': 15}",-27414.44862173116,-31495.588482489693,-35633.072264302034,-22832.394444192178,-22172.858272190253,27909.672416981066,-5127.274792376382,3,-17336.095521979474,-17898.694239003962,-18734.249441588072,-16066.25255607115,-14675.956292331428,16942.249610194813,-1427.2085038526359,7
0.1555607795715332,0.01534972943092115,0.010663461685180665,0.002589418250423611,0.15814129005182617,120,33,27,"{'regressor__regressor__learning_rate': np.float64(0.15814129005182617), 'regressor__regressor__max_iter': 120, 'regressor__regressor__max_leaf_nodes': 33, 'regressor__regressor__min_samples_leaf': 27}",-27299.910854234164,-32266.04703511821,-35592.79652632058,-24199.828846249693,-22952.27445433876,28462.171543252283,-4799.8471332558465,13,-17206.984193439705,-17938.7786174196,-19505.828718012046,-16417.54302557547,-15275.497530354636,17268.92641696029,-1425.1233714345767,23
0.7610702514648438,0.10255658646347776,0.01045985221862793,0.0011265104978738488,0.021035886311957897,187,38,7,"{'regressor__regressor__learning_rate': np.float64(0.021035886311957897), 'regressor__regressor__max_iter': 187, 'regressor__regressor__max_leaf_nodes': 38, 'regressor__regressor__min_samples_leaf': 7}",-29917.197685855135,-34103.20371884701,-36417.21682685902,-25124.782259759377,-26029.42500002383,30318.365098268878,-4405.683623473754,39,-18925.633354869635,-18471.186981362847,-19836.014802656035,-17245.369349681274,-16255.762781891752,18146.79345409231,-1261.2576212049494,37
1.2411760807037353,0.2324159186586333,0.01342473030090332,0.00042386726872310326,0.013911053916202464,357,38,16,"{'regressor__regressor__learning_rate': np.float64(0.013911053916202464), 'regressor__regressor__max_iter': 357, 'regressor__regressor__max_leaf_nodes': 38, 'regressor__regressor__min_samples_leaf': 16}",-28524.240775754948,-32528.624223639377,-37061.32238024387,-24030.940905032137,-23835.8701517169,29196.19968727745,-5076.017495283129,33,-17548.049149071492,-18114.22762994878,-19192.482667391665,-16161.754584406135,-15212.478431271686,17245.79849241795,-1410.2939813393875,19
0.20286226272583008,0.027356221810005125,0.007052803039550781,0.0004237570187196623,0.18832501471299254,485,35,5,"{'regressor__regressor__learning_rate': np.float64(0.18832501471299254), 'regressor__regressor__max_iter': 485, 'regressor__regressor__max_leaf_nodes': 35, 'regressor__regressor__min_samples_leaf': 5}",-28206.677685962528,-31713.18860334736,-33693.84489831455,-24244.34239972496,-25289.032336513486,28629.417184772574,-3625.5712575125094,16,-17991.611376138324,-18108.315286432986,-19922.06911776244,-17430.665639154606,-16369.012343827477,17964.334752663162,-1156.2053938145957,35
0.36426639556884766,0.08896786508913102,0.011224985122680664,0.003868154055401774,0.06780602616231217,121,39,21,"{'regressor__regressor__learning_rate': np.float64(0.06780602616231217), 'regressor__regressor__max_iter': 121, 'regressor__regressor__max_leaf_nodes': 39, 'regressor__regressor__min_samples_leaf': 21}",-27162.28853700249,-31551.495836297134,-36404.74627885138,-24668.49687420867,-22403.834624863954,28438.17243024473,-5008.206221238011,12,-17201.514103359725,-17551.29722183654,-19200.325267332137,-16189.379989870027,-15298.022239226464,17088.10776432498,-1319.1653460455127,13
0.1955040454864502,0.01718488585799787,0.008868980407714843,0.00242674209153663,0.10970718544909393,269,42,20,"{'regressor__regressor__learning_rate': np.float64(0.10970718544909393), 'regressor__regressor__max_iter': 269, 'regressor__regressor__max_leaf_nodes': 42, 'regressor__regressor__min_samples_leaf': 20}",-27905.720148080105,-31899.3813663902,-35904.50099377219,-24964.138390654687,-22597.39077578929,28654.226334937295,-4774.092193193815,17,-17413.682656975903,-17971.65546154219,-19051.86973080698,-16349.036868209972,-15363.94608309941,17230.03816012689,-1277.5957663683866,18
0.3071403980255127,0.057382954713956956,0.009063434600830079,0.0005604254644602854,0.054226554681757806,545,17,9,"{'regressor__regressor__learning_rate': np.float64(0.054226554681757806), 'regressor__regressor__max_iter': 545, 'regressor__regressor__max_leaf_nodes': 17, 'regressor__regressor__min_samples_leaf': 9}",-26551.422282815827,-31859.298057999724,-36942.347419263046,-22767.326665106495,-23575.691327116867,28339.217150460387,-5354.216513306602,11,-16650.50364935766,-17516.11849510952,-18983.828320235694,-15932.599583814961,-14952.716486238363,16807.153306951244,-1376.1442514045232,3
0.22269210815429688,0.06524660751142915,0.013557052612304688,0.008190215406330779,0.1254335218612733,120,23,11,"{'regressor__regressor__learning_rate': np.float64(0.1254335218612733), 'regressor__regressor__max_iter': 120, 'regressor__regressor__max_leaf_nodes': 23, 'regressor__regressor__min_samples_leaf': 11}",-26282.960692288285,-31813.75862602709,-34417.991177422824,-22780.33734508966,-23420.464080002093,27743.102384165988,-4616.722541886422,1,-16705.86574447328,-18506.47132482334,-18845.876445894457,-16163.97541106158,-15246.827739328734,17093.803333116277,-1377.8087986854657,14
0.5135487079620361,0.0816789324259275,0.01493067741394043,0.005203588788164049,0.01252034262037464,188,28,22,"{'regressor__regressor__learning_rate': np.float64(0.01252034262037464), 'regressor__regressor__max_iter': 188, 'regressor__regressor__max_leaf_nodes': 28, 'regressor__regressor__min_samples_leaf': 22}",-32621.11200487137,-34496.055561007306,-39492.00449752705,-29892.761016257882,-29022.61977865384,33104.910571663495,-3740.2491130242515,40,-19515.730773333762,-19851.99726567294,-20473.25508215422,-18775.66227515268,-17591.012486657357,19241.531576594192,-990.5800142800805,40
0.23044133186340332,0.05825328204638135,0.013863086700439453,0.004922175940889557,0.08322913548258405,445,16,24,"{'regressor__regressor__learning_rate': np.float64(0.08322913548258405), 'regressor__regressor__max_iter': 445, 'regressor__regressor__max_leaf_nodes': 16, 'regressor__regressor__min_samples_leaf': 24}",-27654.532596832745,-31757.461154974673,-34755.29612867032,-23766.540231588915,-23726.767720448726,28332.119566503075,-4370.4248429027175,10,-16953.467490982643,-17737.958621084596,-17746.030605017688,-16389.9243843955,-15286.005673565258,16822.67735500914,-922.6117352521048,4
0.3121532917022705,0.024587521426936165,0.009692001342773437,0.0015893513919266957,0.05579483854494223,543,21,16,"{'regressor__regressor__learning_rate': np.float64(0.05579483854494223), 'regressor__regressor__max_iter': 543, 'regressor__regressor__max_leaf_nodes': 21, 'regressor__regressor__min_samples_leaf': 16}",-26928.091335177924,-32114.202437742806,-35480.04587327793,-22238.829681174233,-22966.733170957832,27945.58049966615,-5148.529637781334,4,-16957.803213737447,-18251.334251543398,-18793.531746900233,-15445.739214221212,-14692.022294561726,16828.086144192803,-1573.473222836213,5
0.27849297523498534,0.09483857814001209,0.01181497573852539,0.006034268545583901,0.10408361292114134,530,49,18,"{'regressor__regressor__learning_rate': np.float64(0.10408361292114134), 'regressor__regressor__max_iter': 530, 'regressor__regressor__max_leaf_nodes': 49, 'regressor__regressor__min_samples_leaf': 18}",-28144.697561778845,-31903.31432889639,-36403.889448825794,-24853.997095386123,-23614.027929507472,28983.98527287892,-4694.147594513929,29,-17559.27874994392,-17790.0941825343,-18889.175495150248,-16535.987385170036,-15332.358029452373,17221.378768450177,-1204.7672175105276,17
0.23471779823303224,0.09127632667476339,0.007486772537231445,0.0009754481933821175,0.08430151543891574,149,18,6,"{'regressor__regressor__learning_rate': np.float64(0.08430151543891574), 'regressor__regressor__max_iter': 149, 'regressor__regressor__max_leaf_nodes': 18, 'regressor__regressor__min_samples_leaf': 6}",-26136.187778302206,-31630.67476491264,-36110.95192309847,-24465.91428894808,-22954.55465307887,28259.656681668053,-4900.0471211059485,8,-16427.05802175479,-17893.540339127616,-18766.872444601333,-17093.329627604533,-14750.02100238109,16986.164287093874,-1365.1867167484606,9
0.21592311859130858,0.05210047057351945,0.015171003341674805,0.003249322078223306,0.09077961615333649,153,18,26,"{'regressor__regressor__learning_rate': np.float64(0.09077961615333649), 'regressor__regressor__max_iter': 153, 'regressor__regressor__max_leaf_nodes': 18, 'regressor__regressor__min_samples_leaf': 26}",-28877.80079979762,-31988.37819281706,-35124.08663375255,-23221.344306632345,-23626.737603944614,28567.66950738884,-4642.8447333652575,14,-17387.85663416329,-18019.66682573108,-18266.062436941254,-16088.665833236812,-15318.880392715651,17016.22642455762,-1135.644654954253,10
0.9743564128875732,0.288715001922113,0.01447601318359375,0.003946414867487256,0.01594952556655613,501,40,16,"{'regressor__regressor__learning_rate': np.float64(0.01594952556655613), 'regressor__regressor__max_iter': 501, 'regressor__regressor__max_leaf_nodes': 40, 'regressor__regressor__min_samples_leaf': 16}",-28560.78290566153,-32124.97014740777,-36232.217917760616,-24586.247733598077,-23503.787874494195,29001.601315784435,-4731.867920066884,30,-17642.971984308297,-17782.092157448933,-18653.456557454716,-16414.50419061169,-15080.96750397498,17114.798478759723,-1242.4650749797383,15
0.15382628440856932,0.03263173838704068,0.007643985748291016,0.001881991231788854,0.18850479889719593,545,28,20,"{'regressor__regressor__learning_rate': np.float64(0.18850479889719593), 'regressor__regressor__max_iter': 545, 'regressor__regressor__max_leaf_nodes': 28, 'regressor__regressor__min_samples_leaf': 20}",-28007.901820979034,-30697.73739849537,-35995.198456185615,-24855.216131402878,-24413.280543752913,28793.86687016316,-4261.552460409352,22,-17266.357639620233,-17450.460672116646,-19550.67349804478,-16539.046743851246,-16518.47773745442,17465.003258217464,-1108.4221168717897,28
0.3094616413116455,0.11184778622334467,0.013728904724121093,0.006993980643190622,0.07204274607310872,561,37,29,"{'regressor__regressor__learning_rate': np.float64(0.07204274607310872), 'regressor__regressor__max_iter': 561, 'regressor__regressor__max_leaf_nodes': 37, 'regressor__regressor__min_samples_leaf': 29}",-27828.511053192185,-31634.63856394334,-36436.94275699108,-24297.971492330642,-24437.994166424094,28927.21160657627,-4615.545533245278,26,-16737.274800425934,-17506.451552150906,-19207.786133235306,-16223.408839060343,-15642.905048320981,17063.565274638695,-1234.863161139421,12
0.20847783088684083,0.06517371463851934,0.011857080459594726,0.001765153892254733,0.19262268462637636,312,30,17,"{'regressor__regressor__learning_rate': np.float64(0.19262268462637636), 'regressor__regressor__max_iter': 312, 'regressor__regressor__max_leaf_nodes': 30, 'regressor__regressor__min_samples_leaf': 17}",-28659.308055671576,-31247.7423715344,-35936.441618897705,-24261.505554277614,-24922.127365249515,29005.424993126166,-4298.019701833259,31,-17800.54020982456,-17242.840241401136,-19196.220018214804,-16660.396887066567,-15958.299185682925,17371.659308437997,-1098.4567385124485,26
0.27959957122802737,0.06899962325972897,0.009575080871582032,0.0027248339252111727,0.061556316037040225,152,38,29,"{'regressor__regressor__learning_rate': np.float64(0.061556316037040225), 'regressor__regressor__max_iter': 152, 'regressor__regressor__max_leaf_nodes': 38, 'regressor__regressor__min_samples_leaf': 29}",-28391.35179725762,-32131.29078170836,-36191.4947960542,-23913.372888978458,-24235.081051159996,28972.51826303173,-4700.371979370309,28,-16775.37496601854,-17469.466515878183,-19077.991892422393,-15850.909987208162,-15491.79204333168,16933.10708097179,-1277.625242813414,6
0.4103868007659912,0.1007796499727918,0.012207651138305664,0.003358087533023801,0.06337755684060234,479,43,19,"{'regressor__regressor__learning_rate': np.float64(0.06337755684060234), 'regressor__regressor__max_iter': 479, 'regressor__regressor__max_leaf_nodes': 43, 'regressor__regressor__min_samples_leaf': 19}",-27851.844415443175,-30360.41979805717,-35393.6735787657,-24307.939665635462,-23117.5370689506,28206.282905370423,-4416.263834737521,7,-17469.246830893477,-17611.865943960234,-18768.51683486791,-16151.485203427428,-15198.875378368111,17039.998038303434,-1239.2136510064538,11
0.5024855136871338,0.11398663965880317,0.010465097427368165,0.002066656545904412,0.041400718421970475,444,21,13,"{'regressor__regressor__learning_rate': np.float64(0.041400718421970475), 'regressor__regressor__max_iter': 444, 'regressor__regressor__max_leaf_nodes': 21, 'regressor__regressor__min_samples_leaf': 13}",-27197.530598195033,-30350.919715326327,-35325.92858927023,-22638.07928263301,-23203.665938470498,27743.22482477902,-4717.316124660267,2,-17188.40979995252,-17462.08508968976,-18658.559611187924,-15426.535041831434,-14917.078907404053,16730.533690013137,-1374.8550947770027,1
0.23616414070129393,0.12726744095691211,0.009496307373046875,0.0030060162608797868,0.1567265061663649,591,22,28,"{'regressor__regressor__learning_rate': np.float64(0.1567265061663649), 'regressor__regressor__max_iter': 591, 'regressor__regressor__max_leaf_nodes': 22, 'regressor__regressor__min_samples_leaf': 28}",-27734.509072946865,-31595.88686271595,-36540.01276200592,-23861.336874030632,-23197.602980209216,28585.869710381718,-4988.146725092694,15,-16609.37458196353,-18176.380975459648,-20149.213635947348,-16082.090442216733,-15575.155615485313,17318.44305021452,-1662.5111450260756,24
1.5330121994018555,0.22997600118683956,0.020612621307373048,0.0026946022944631574,0.012675166315866047,598,31,12,"{'regressor__regressor__learning_rate': np.float64(0.012675166315866047), 'regressor__regressor__max_iter': 598, 'regressor__regressor__max_leaf_nodes': 31, 'regressor__regressor__min_samples_leaf': 12}",-27730.052076404332,-32268.987931849613,-36211.34115824037,-24913.474905389372,-23067.83110180267,28838.337434737266,-4817.927612331685,23,-17425.06309285208,-18480.046931064135,-18882.478797842123,-16462.802998653704,-15082.299738271447,17266.5383117367,-1380.2815313807853,22
0.17871179580688476,0.04382961024675412,0.00982804298400879,0.0034161466851975767,0.1485113619277876,388,19,14,"{'regressor__regressor__learning_rate': np.float64(0.1485113619277876), 'regressor__regressor__max_iter': 388, 'regressor__regressor__max_leaf_nodes': 19, 'regressor__regressor__min_samples_leaf': 14}",-28479.654928482512,-30595.7343681345,-36204.377721204546,-24139.232300417123,-24332.219600336943,28750.243783715123,-4468.188249566231,19,-18172.8159001389,-17827.407239449294,-18943.791405399807,-16504.685404630596,-15615.439584623095,17412.82790684834,-1195.7118877111325,27
0.4414311408996582,0.06904973540972079,0.013106822967529297,0.0032396079828409968,0.0781084884234118,140,42,11,"{'regressor__regressor__learning_rate': np.float64(0.0781084884234118), 'regressor__regressor__max_iter': 140, 'regressor__regressor__max_leaf_nodes': 42, 'regressor__regressor__min_samples_leaf': 11}",-28169.656956508894,-32983.876759143364,-36689.80178824406,-23480.571680317295,-22479.85854709444,28760.75314626161,-5447.640469070854,20,-17778.715545210696,-18272.466377922097,-19114.189496316118,-16024.245465400809,-15132.894830114397,17264.502342992822,-1468.5868710831742,21
0.3024191379547119,0.10718684085044329,0.010855293273925782,0.003697784619552558,0.1715073297800619,367,48,5,"{'regressor__regressor__learning_rate': np.float64(0.1715073297800619), 'regressor__regressor__max_iter': 367, 'regressor__regressor__max_leaf_nodes': 48, 'regressor__regressor__min_samples_leaf': 5}",-28830.149885081257,-33489.32164271402,-35167.72198682483,-23526.744913081366,-26472.319637335917,29497.251613007473,-4320.487144041202,37,-18219.41243702339,-19232.150409345246,-20558.00228278755,-16525.698524810072,-16840.633494198082,18275.179429632866,-1499.9192691324233,38
1.0346840381622315,0.2353268436420235,0.014030027389526366,0.0034678407429108737,0.02207608655434449,506,38,9,"{'regressor__regressor__learning_rate': np.float64(0.02207608655434449), 'regressor__regressor__max_iter': 506, 'regressor__regressor__max_leaf_nodes': 38, 'regressor__regressor__min_samples_leaf': 9}",-29649.82575906658,-32938.747602330164,-35368.897263261795,-24067.951467107378,-22697.215624911478,28944.527543335476,-4909.8608164472025,27,-18692.133015730848,-18079.62463442686,-18885.93774924846,-16470.01349335582,-15280.902332312075,17481.72224501481,-1390.076657583492,29
0.2446650505065918,0.0930536578511034,0.00925459861755371,0.003292797301094979,0.1486251738842322,459,36,7,"{'regressor__regressor__learning_rate': np.float64(0.1486251738842322), 'regressor__regressor__max_iter': 459, 'regressor__regressor__max_leaf_nodes': 36, 'regressor__regressor__min_samples_leaf': 7}",-28973.000908656184,-32765.52997577351,-35968.836263621364,-24960.537735455146,-24544.732082181767,29442.527393137592,-4425.65563405882,35,-18354.160121802393,-18543.764492760256,-20003.861592395726,-17298.84667661231,-16109.57662683264,18062.041902080666,-1302.5084277337146,36
0.30130600929260254,0.0853450342652438,0.014643478393554687,0.002722698724935614,0.09972083578077036,200,28,7,"{'regressor__regressor__learning_rate': np.float64(0.09972083578077036), 'regressor__regressor__max_iter': 200, 'regressor__regressor__max_leaf_nodes': 28, 'regressor__regressor__min_samples_leaf': 7}",-30010.503061556967,-32085.69689891227,-36119.89007112628,-24728.27182991566,-24495.103939979443,29487.893160298125,-4440.428533500969,36,-18808.407825311617,-17683.87468675441,-19599.64776529295,-16892.050718310747,-15242.73334919991,17645.34286897393,-1517.4645953153736,33
0.2123396873474121,0.05351120917101913,0.00852346420288086,0.002422096177997979,0.15454915923721052,317,28,11,"{'regressor__regressor__learning_rate': np.float64(0.15454915923721052), 'regressor__regressor__max_iter': 317, 'regressor__regressor__max_leaf_nodes': 28, 'regressor__regressor__min_samples_leaf': 11}",-28140.325946120756,-32364.857082512426,-35867.18668714011,-23762.103569760402,-24483.970110928494,28923.688679292438,-4626.457036334495,25,-18198.70963108729,-18378.433483326105,-19532.61311024394,-16083.307621597376,-15454.81133798145,17529.57503684723,-1521.630515821029,31
1.0467341899871827,0.13292232551183353,0.013913583755493165,0.0032275109497645737,0.017682382012301955,306,29,14,"{'regressor__regressor__learning_rate': np.float64(0.017682382012301955), 'regressor__regressor__max_iter': 306, 'regressor__regressor__max_leaf_nodes': 29, 'regressor__regressor__min_samples_leaf': 14}",-27717.306061831303,-32557.077091117328,-36158.53766395266,-24002.51510036947,-23770.056801755916,28841.098543805332,-4852.703895198759,24,-17337.04322603291,-18384.951179395717,-18856.359315297792,-16377.100818372932,-15333.042483251933,17257.69940447026,-1289.3768766974283,20
0.35864834785461425,0.09579076103734568,0.00883488655090332,0.0018131193953057853,0.09347393535449632,278,46,11,"{'regressor__regressor__learning_rate': np.float64(0.09347393535449632), 'regressor__regressor__max_iter': 278, 'regressor__regressor__max_leaf_nodes': 46, 'regressor__regressor__min_samples_leaf': 11}",-28548.579818858714,-32364.543322486657,-36115.951022308334,-25526.07530937596,-23638.250486284436,29238.679991862817,-4531.939117245518,34,-18113.51410045225,-18151.262434288736,-19669.007022226557,-17122.685242825683,-15965.813924066322,17804.456544771907,-1227.823943041964,34
0.20704660415649415,0.045434148569096736,0.013174772262573242,0.005340805376618025,0.10032034240460123,195,18,9,"{'regressor__regressor__learning_rate': np.float64(0.10032034240460123), 'regressor__regressor__max_iter': 195, 'regressor__regressor__max_leaf_nodes': 18, 'regressor__regressor__min_samples_leaf': 9}",-28408.62619572452,-32111.544261622057,-36096.831591757604,-23854.98197284966,-23400.62327364826,28774.52145912042,-4857.2930047817945,21,-17501.13223642975,-18411.292226061236,-19079.12018430981,-16953.342617680984,-14865.864935726971,17362.15044004175,-1446.828578948229,25
0.41109185218811034,0.1334818915273055,0.011010360717773438,0.003460843372315631,0.057365523538286244,336,29,15,"{'regressor__regressor__learning_rate': np.float64(0.057365523538286244), 'regressor__regressor__max_iter': 336, 'regressor__regressor__max_leaf_nodes': 29, 'regressor__regressor__min_samples_leaf': 15}",-27650.46602773055,-31677.894164277874,-35429.06620115848,-22742.206073961122,-22699.395128526663,28039.805519130936,-4991.452507597498,5,-17282.49646936181,-18105.46249807361,-18739.493913832357,-15889.456340933077,-14810.061038631678,16965.394052166506,-1438.8080261935079,8
0.44415650367736814,0.09710555467403084,0.008759164810180664,0.0008974788087151803,0.048581632699606185,112,46,11,"{'regressor__regressor__learning_rate': np.float64(0.048581632699606185), 'regressor__regressor__max_iter': 112, 'regressor__regressor__max_leaf_nodes': 46, 'regressor__regressor__min_samples_leaf': 11}",-28729.61830445171,-32727.967463984445,-36427.94299538569,-24568.902642342997,-23073.05059104133,29105.496399441232,-4977.004931772292,32,-18195.786512277144,-18179.343929129078,-19461.803577387036,-16445.660181079154,-15321.339230966207,17520.78668616772,-1459.4749117158321,30
0.4947059154510498,0.12582742399288363,0.009969425201416016,0.00149911653634819,0.06505277605361592,185,42,6,"{'regressor__regressor__learning_rate': np.float64(0.06505277605361592), 'regressor__regressor__max_iter': 185, 'regressor__regressor__max_leaf_nodes': 42, 'regressor__regressor__min_samples_leaf': 6}",-29267.49057024879,-31890.584861303174,-35184.04077127881,-23637.270410050085,-23485.327942852655,28692.942911146703,-4590.608861145469,18,-18498.56002396666,-17683.96511816782,-19839.367283117816,-16723.873313229862,-15187.514529903392,17586.65605367711,-1575.8185109091148,32
0.17853574752807616,0.025365358048155276,0.008659458160400391,0.001722089567936405,0.12862726914542072,161,20,16,"{'regressor__regressor__learning_rate': np.float64(0.12862726914542072), 'regressor__regressor__max_iter': 161, 'regressor__regressor__max_leaf_nodes': 20, 'regressor__regressor__min_samples_leaf': 16}",-27081.41062909065,-31344.33709449825,-36564.45811360475,-22466.525134649994,-23242.228486965443,28139.791891761815,-5263.769843075712,6,-17018.825052355343,-18105.009608799115,-19039.39282502953,-16074.233842174575,-15423.272896363373,17132.146844944386,-1314.2542454251304,16
0.35040698051452634,0.0833032673643202,0.009294557571411132,0.0008323887252667402,0.04544831118834681,385,25,27,"{'regressor__regressor__learning_rate': np.float64(0.04544831118834681), 'regressor__regressor__max_iter': 385, 'regressor__regressor__max_leaf_nodes': 25, 'regressor__regressor__min_samples_leaf': 27}",-27725.37845458443,-31858.37523248076,-35314.47467819022,-23482.08486264343,-22970.486357861726,28270.159917152116,-4770.883545138066,9,-16609.190483447393,-17570.36356878458,-18637.86010098493,-16013.112085821775,-15001.577293349297,16766.420706477595,-1253.4334467389301,2
0.23575029373168946,0.047465630773746735,0.007133769989013672,0.0006872084316830797,0.18025734698546372,330,47,5,"{'regressor__regressor__learning_rate': np.float64(0.18025734698546372), 'regressor__regressor__max_iter': 330, 'regressor__regressor__max_leaf_nodes': 47, 'regressor__regressor__min_samples_leaf': 5}",-29064.795636363036,-31850.13914511951,-33738.18760947759,-25902.52749100561,-27353.237197551505,29581.77741590345,-2870.252682495697,38,-18374.94914567667,-18861.718877000298,-19916.79215619518,-17620.086988683666,-17199.68095795603,18394.64562510237,-955.338377020113,39
